,序号,数据id,关联标题,客户名称,生产单号,订单编号,销售明细,关联标题.1,物料编号,名称,规格,计量单位,计划数量,预计开始时间,预计结束时间,工序,关联标题.2,首道工序机器编码,备注,实际开始时间,实际结束时间,生产状态,关联标题.3,班组名称,物料标题(隐藏),物料名称（隐藏）,当前日期（隐藏）,创建时间,创建者,创建人部门,审批单标题
375,376,bLJB2uOzTfS5a7Fn73zBLw05971665103472,,,202210070554,,,Q1-脚踏板前支架_,电瓶车-两轮.成品.04548,Q1-脚踏板前支架,,个,1000,2022-10-07,2022-10-09,"D-连续模下料,C-一次成型",,,D+C,2022-10-07,,进行中,D组,D组,,Q1-脚踏板前支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-脚踏板前支架_
376,377,Z4Upf8FcTcaGvKyJUguZxw05971665103472,,,202210070564,,,Q1-后电池盒安装支架右_,电瓶车-两轮.成品.04536,Q1-后电池盒安装支架右,,个,1000,2022-10-07,2022-10-09,"D-连续模下料,C-攻丝",,,D+C,2022-10-07,,进行中,D组,D组,,Q1-后电池盒安装支架右_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-后电池盒安装支架右_
377,378,v7kF5Xv7TueC-z7Ofovawg05971665103472,,,202210070583,,,F606-96V/72V电池压条B_,电瓶车-两轮.成品.04348,F606-96V/72V电池压条B,,个,2000,2022-10-07,2022-10-09,C-唐宇下料,,,C,2022-10-07,,进行中,C组,C组,,F606-96V/72V电池压条B_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,F606-96V/72V电池压条B_
378,379,3wqS1S_BTJGaEgri7__59w05971665103472,,,202210070575,,,Q1/6020-平叉吊耳右_,电瓶车-两轮.成品.04494,Q1/6020-平叉吊耳右,,个,1000,2022-10-07,2022-10-09,"C-单冲模-落料,C-一次成型",,,C,2022-10-07,,进行中,C组,C组,,Q1/6020-平叉吊耳右_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1/6020-平叉吊耳右_
379,380,mV5pcl_oQkaY3Vo3E0klvg05971665103472,,,202210070576,,,Q1-双撑加强板_,电瓶车-两轮.成品.04557,Q1-双撑加强板,,个,1000,2022-10-07,2022-10-09,"D-连续模下料,C-一次成型",,,D+C,2022-10-07,,进行中,D组,D组,,Q1-双撑加强板_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-双撑加强板_
380,381,q2DJNH5HQdG54xvvslPr3A05971665103472,,,202210070568,,,Q1-后泥板安装支架_,电瓶车-两轮.成品.04538,Q1-后泥板安装支架,,个,1000,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,,进行中,D组,D组,,Q1-后泥板安装支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-后泥板安装支架_
381,382,5CFUaR7gRg6aUtm_h9PMKQ05971665103472,,,202210070569,,,Q1-后衣架后支架_,电瓶车-两轮.成品.04541,Q1-后衣架后支架,,个,1000,2022-10-07,2022-10-09,"D-连续模下料,C-一次成型",,,D+C,2022-10-07,,进行中,D组,D组,,Q1-后衣架后支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-后衣架后支架_
382,383,5eQcAqSlSYyoF-fZSLtyVA05971665103472,,,202210070573,,,Q312-平叉前支架左右_,电瓶车-两轮.成品.04597,Q312-平叉前支架左右,,个,2000,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,,进行中,D组,D组,,Q312-平叉前支架左右_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q312-平叉前支架左右_
383,384,lZgTjaBQSwKCwHQjOUPL2A05971665103472,,,202210070579,,,A707-货架支架左_,电瓶车-两轮.成品.04215,A707-货架支架左,,个,2000,2022-10-07,2022-10-09,"B-激光切割,C-一次成型",,,B+C,2022-10-07,,进行中,B组,B组,,A707-货架支架左_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,A707-货架支架左_
384,385,vNiYPzQcSTS2IuXOVBVDDQ05971665103472,,,202210070543,,,政宇刀把泥瓦右_,SL.03.05224,政宇刀把泥瓦右,,个,1000,2022-10-07,2022-10-09,"C-单冲模-落料,C-一次成型,C-二次成型",,,C,2022-10-07,,进行中,C组,C组,,政宇刀把泥瓦右_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,政宇刀把泥瓦右_
385,386,hnRX6UqoSdOORwCW6fBQng05971665103472,,,202210070545,,,政宇圆弧三角右_,SL.03.05223,政宇圆弧三角右,,个,500,2022-10-07,2022-10-09,"C-单冲模-落料,C-一次成型",,,C,2022-10-07,,进行中,C组,C组,,政宇圆弧三角右_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,政宇圆弧三角右_
386,387,11ncpBT-R-atqc8FLKmnTA05971665103472,,,202210070584,,,F606-72V电池压条C_,电瓶车-两轮.成品.04347,F606-72V电池压条C,,个,1500,2022-10-07,2022-10-09,"C-唐宇下料,C-一次成型",,,C,2022-10-07,,进行中,C组,C组,,F606-72V电池压条C_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,F606-72V电池压条C_
387,388,wfyEY7aSQjqO--d8ONzRnQ05971665103472,,,202210070570,,,Q1-后泥板支架_,电瓶车-两轮.成品.04539,Q1-后泥板支架,,个,3000,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,,进行中,D组,D组,,Q1-后泥板支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-后泥板支架_
388,389,ricpWuqdTwGIHONC7Wg4zg05971665103472,,,202210070558,,,Q1-铭牌支架_,电瓶车-两轮.成品.04551,Q1-铭牌支架,,个,3000,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,,进行中,D组,D组,,Q1-铭牌支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-铭牌支架_
389,390,yramTofXQTuE6WzVHyWa5g05971665103472,,,202210070560,,,Q1-空开支架_,电瓶车-两轮.成品.04549,Q1-空开支架,,个,1000,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,,进行中,D组,D组,,Q1-空开支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-空开支架_
390,391,OLWHnVNKSgKUEaqH31R9wg05971665103472,,,202210070565,,,Q1-后衣架前左_,电瓶车-两轮.成品.04543,Q1-后衣架前左,,个,1000,2022-10-07,2022-10-09,"D-连续模下料,C-一次成型",,,D+C,2022-10-07,,进行中,D组,D组,,Q1-后衣架前左_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-后衣架前左_
391,392,ua5Ig7tWSD60hdgTZhqmrQ05971665103472,,,202210070551,,,Q1-喇叭支架_,电瓶车-两轮.成品.04550,Q1-喇叭支架,,个,1000,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,2022-10-08,已结束,D组,D组,,Q1-喇叭支架_,2022-10-07,2022-10-07 08:44:32,马清伟,机加车间,Q1-喇叭支架_
392,393,_6R256CSROGg_MC48RjVmA05971665103472,,,202210070552,,,Q1-底托支架左右_,电瓶车-两轮.成品.04530,Q1-底托支架左右,,个,7500,2022-10-07,2022-10-09,D-连续模出成品,,,D,2022-10-07,,进行中,D组,D组,,Q1-底托支架左右_,2022-10-12,2022-10-07 08:44:32,马清伟,机加车间,Q1-底托支架左右_
393,394,vsW90C3UTl-GkDz74udiQg05971665102516,,,202210070483,,,角铁攻丝件1号_,市场.成品.03045,角铁攻丝件1号,,个,20000,2022-10-07,2022-10-11,"A-单冲模-落料,A-攻丝,A-一次成型",,,A,2022-10-07,,进行中,,,,角铁攻丝件1号_,2022-10-07,2022-10-07 08:28:36,张倩,后勤部,角铁攻丝件1号_
394,395,nVGYwfR9QwiAXI7TA_P5Wg05971665046964,,,202210060482,,,F106中接板左右2.0mm连续下料模_,LL.02.05239,F106中接板左右2.0mm连续下料模,,个,1,2022-10-06,2022-10-31,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,F106中接板左右2.0mm连续下料模_,2022-10-06,2022-10-06 17:02:44,周琳,后勤部,F106中接板左右2.0mm连续下料模_
395,396,Xk6DDYWaSpyxZOYDpwJRwQ05971665046931,,,202210060481,,,F106工具箱下支架2.0mm连续模_,LL.02.05238,F106工具箱下支架2.0mm连续模,,个,1,2022-10-06,2022-10-31,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,F106工具箱下支架2.0mm连续模_,2022-10-06,2022-10-06 17:02:11,周琳,后勤部,F106工具箱下支架2.0mm连续模_
396,397,6G6p68wTQmar24IZvZmsrA05971665046897,,,202210060480,,,F106踏板连接左右2.0mm连续模_,LL.02.05237,F106踏板连接左右2.0mm连续模,,个,1,2022-10-06,2022-10-31,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,F106踏板连接左右2.0mm连续模_,2022-10-06,2022-10-06 17:01:37,周琳,后勤部,F106踏板连接左右2.0mm连续模_
397,398,eYZNNUfoQqW2g3p9SL5LKA05971665046863,,,202210060479,,,F106单撑连接支架4.0mm连续模_,LL.02.05236,F106单撑连接支架4.0mm连续模,,个,1,2022-10-06,2022-10-31,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,F106单撑连接支架4.0mm连续模_,2022-10-06,2022-10-06 17:01:03,周琳,后勤部,F106单撑连接支架4.0mm连续模_
398,399,LeoVCjV-QKq8Nllhi37PWg05971665045804,,,202210060478,,,扁铁折弯模_,MJ.02.05235,扁铁折弯模,,个,1,2022-10-06,2022-10-07,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,扁铁折弯模_,2022-10-06,2022-10-06 16:43:24,周琳,后勤部,扁铁折弯模_
399,400,yCJ8VIc0RL-WJz95OW85cw05971665038804,,,202210060477,,,软床连接插片137*85*2（软床挂件大）_,市场.成品.02910,软床连接插片137*85*2（软床挂件大）,,个,2200,2022-10-07,2022-10-08,D-连续模出成品,,,D,2022-10-06,,进行中,,,,软床连接插片137*85*2（软床挂件大）_,2022-10-06,2022-10-06 14:46:44,张倩,后勤部,软床连接插片137*85*2（软床挂件大）_
400,401,y8m6O_TFQoa6Pl7zeAMfzA05971665037902,,,202210060476,2022100604.0,"[{""数量"":""20000"",""总金额（元）"":""0"",""物料"":""TPh9S50-SCqMEGLM-ttXMw05971664508014"",""交货时间"":""2022-10-10""},{""数量"":""15000"",""总金额（元）"":""0"",""物料"":""Mt0XiEFjS7m55XR1kYlwwQ05971664508011"",""交货时间"":""2022-10-10""},{""数量"":""20000"",""总金额（元）"":""0"",""物料"":""RrG8-LPwT4GwaSrRT_7ewg05971664508014"",""交货时间"":""2022-10-10""}]",支架（加热器）_100×100×2,万控.成品.00701,支架（加热器）,100×100×2,个,20000,2022-10-10,2022-10-10,"D-连续模下料,E-攻丝",,,D+E,2022-10-06,,进行中,,,,支架（加热器）_100×100×2,2022-10-06,2022-10-06 14:31:42,张倩,后勤部,支架（加热器）_100×100×2
401,402,X9DQf86zTqeJmfapmj9UyA05971665037833,,,202210060475,2022100604.0,"[{""数量"":""20000"",""总金额（元）"":""0"",""物料"":""TPh9S50-SCqMEGLM-ttXMw05971664508014"",""交货时间"":""2022-10-10""},{""数量"":""15000"",""总金额（元）"":""0"",""物料"":""Mt0XiEFjS7m55XR1kYlwwQ05971664508011"",""交货时间"":""2022-10-10""},{""数量"":""20000"",""总金额（元）"":""0"",""物料"":""RrG8-LPwT4GwaSrRT_7ewg05971664508014"",""交货时间"":""2022-10-10""}]",封板（二次电缆孔）_210*58*31.6,万控.成品.00420,封板（二次电缆孔）,210*58*31.6,个,30000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-06,,进行中,,,,封板（二次电缆孔）_210*58*31.6,2022-10-09,2022-10-06 14:30:33,张倩,后勤部,封板（二次电缆孔）_210*58*31.6
402,403,_VvNIkIXT_-hc9JGhYI8Iw05971665037784,,,202210060474,2022100604.0,"[{""数量"":""20000"",""总金额（元）"":""0"",""物料"":""TPh9S50-SCqMEGLM-ttXMw05971664508014"",""交货时间"":""2022-10-10""},{""数量"":""15000"",""总金额（元）"":""0"",""物料"":""Mt0XiEFjS7m55XR1kYlwwQ05971664508011"",""交货时间"":""2022-10-10""},{""数量"":""20000"",""总金额（元）"":""0"",""物料"":""RrG8-LPwT4GwaSrRT_7ewg05971664508014"",""交货时间"":""2022-10-10""}]",锁杆支架_43×18,万控.成品.00671,锁杆支架,43×18,个,20000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-06,,进行中,,,,锁杆支架_43×18,2022-10-06,2022-10-06 14:29:44,张倩,后勤部,锁杆支架_43×18
403,404,0p2nk1jZRDeCSE9k6sqiQw05971665037079,,,202210060473,,,凯迪菲小分体右_,电瓶车-两轮.成品.03642,凯迪菲小分体右,,个,6000,2022-10-06,2022-10-09,D-连续模出成品,,,D,2022-10-06,,进行中,,,,凯迪菲小分体右_,2022-10-06,2022-10-06 14:17:59,杨萍,后勤部,凯迪菲小分体右_
404,405,aMYe383US_WZazdMXjq6mw05971665036280,,,202210060472,,,40直勾勾96°_,电瓶车-两轮.成品.03215,40直勾勾96°,,个,40000,2022-10-06,2022-10-10,D-连续模出成品,,,D,2022-10-06,,进行中,,,,40直勾勾96°_,2022-10-06,2022-10-06 14:04:40,杨萍,后勤部,40直勾勾96°_
405,406,wYHgaqsdQvei2D-dbQictQ05971665036143,,,202210060471,,,凯迪菲58钻喜支耳_,电瓶车-两轮.成品.03624,凯迪菲58钻喜支耳,,个,12000,2022-10-06,2022-10-10,D-连续模出成品,,,D,2022-10-06,,进行中,,,,凯迪菲58钻喜支耳_,2022-10-06,2022-10-06 14:02:23,杨萍,后勤部,凯迪菲58钻喜支耳_
406,407,p_Z7kehPSOOahM7uyINT6A05971665025331,,,202210060470,,,16轴平头铰链划孔工装_,FD.02.05227,16轴平头铰链划孔工装,,个,1,2022-10-06,2022-10-09,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,16轴平头铰链划孔工装_,2022-10-06,2022-10-06 11:02:11,周琳,后勤部,16轴平头铰链划孔工装_
407,408,jCX30d9-Rjq2VXKxyePFRQ05971665024934,,,202210060469,,,扁铁切断模_,LL.02.05226,扁铁切断模,,个,1,2022-10-06,2022-10-07,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,机加,2022-10-06,,进行中,,,,扁铁切断模_,2022-10-06,2022-10-06 10:55:34,周琳,后勤部,扁铁切断模_
408,409,cYQn00UdRX-wfp0_zBRLyA05971665022937,,,202210060468,,,鑫利达救灾折叠床圆弧铰链_,市场.成品.02958,鑫利达救灾折叠床圆弧铰链,,个,164000,2022-10-06,2022-10-10,D-连续模出成品,,,D,2022-10-06,,进行中,,,,鑫利达救灾折叠床圆弧铰链_,2022-10-06,2022-10-06 10:22:17,张倩,后勤部,鑫利达救灾折叠床圆弧铰链_
409,410,5d4ihEgFR5mXFPZf7BdJYA05971665022891,,,202210060467,,,鑫利达拉钩110.5*15*3_,市场.成品.03014,鑫利达拉钩110.5*15*3,,个,82000,2022-10-06,2022-10-09,D-连续模出成品,,,D,2022-10-06,,进行中,,,,鑫利达拉钩110.5*15*3_,2022-10-06,2022-10-06 10:21:31,张倩,后勤部,鑫利达拉钩110.5*15*3_
410,411,fJuD2QZATjmKZzJ4OeLIuA05971665022841,,,202210060466,,,鑫利达长铰链311*18*3_,市场.成品.03013,鑫利达长铰链311*18*3,,个,164000,2022-10-06,2022-10-08,D-连续模出成品,,,D,2022-10-06,,进行中,,,,鑫利达长铰链311*18*3_,2022-10-06,2022-10-06 10:20:41,张倩,后勤部,鑫利达长铰链311*18*3_
411,412,HWIvoW3sSfmmUJUZzw7Jow05971664955912,,,202210050462,,,Q1/6020-平叉吊耳右_,电瓶车-两轮.成品.04494,Q1/6020-平叉吊耳右,,个,1000,2022-10-05,2022-10-08,"C-单冲模-落料,C-一次成型",,,C,2022-10-05,,进行中,,,,Q1/6020-平叉吊耳右_,2022-10-05,2022-10-05 15:45:12,杨萍,后勤部,Q1/6020-平叉吊耳右_
412,413,VeuBrjMbT66UtUecK6pm1Q05971664955847,,,202210050461,,,Q1/6020-平叉吊耳左_,电瓶车-两轮.成品.04495,Q1/6020-平叉吊耳左,,个,1000,2022-10-06,2022-10-09,"C-单冲模-落料,C-一次成型",,,C,2022-10-05,,进行中,,,,Q1/6020-平叉吊耳左_,2022-10-05,2022-10-05 15:44:07,杨萍,后勤部,Q1/6020-平叉吊耳左_
413,414,28hU9yS3Tp-HkjtlpsTHYA05971664953607,,,202210050455,,,左斜撑/大力神160_,电瓶车-三轮.成品.02660,左斜撑/大力神160,,个,500,2022-10-05,2022-10-08,"D-连续模下料,A-切边,A-一次成型",,,D+A,2022-10-05,,进行中,,,,左斜撑/大力神160_,2022-10-06,2022-10-05 15:06:47,杨萍,后勤部,左斜撑/大力神160_
414,415,7r50K-llQ768MRWPG1ywCQ05971664953516,,,202210050454,,,右斜撑/大力神160_,电瓶车-三轮.成品.02661,右斜撑/大力神160,,个,500,2022-10-05,2022-10-08,"D-连续模下料,A-切边,A-一次成型",,,D+A,2022-10-05,,进行中,,,,右斜撑/大力神160_,2022-10-06,2022-10-05 15:05:16,杨萍,后勤部,右斜撑/大力神160_
415,416,5-dYV8uvTyWKjVhSMMplEw05971664953044,,,202210050453,,,凯谛乐70铰链盒2.0落料模_,FD.02.04715,凯谛乐70铰链盒2.0落料模,,个,1,2022-10-05,2022-10-15,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,凯谛乐70铰链盒2.0落料模_,2022-10-05,2022-10-05 14:57:24,周琳,后勤部,凯谛乐70铰链盒2.0落料模_
416,417,YcxX_va6ThuOf0-3Qwg-SQ05971664952971,,,202210050452,,,A707货架支架左右连续模_,LL.02.05187,A707货架支架左右连续模,,个,1,2022-10-05,2022-10-31,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,A707货架支架左右连续模_,2022-10-05,2022-10-05 14:56:11,周琳,后勤部,A707货架支架左右连续模_
417,418,tZzohGL3RgOh9Cob2JNmTg05971664952933,,,202210050450,,,A707搁脚支架左右连续模_,LL.02.05188,A707搁脚支架左右连续模,,个,1,2022-10-05,2022-10-31,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,A707搁脚支架左右连续模_,2022-10-05,2022-10-05 14:55:33,周琳,后勤部,A707搁脚支架左右连续模_
418,419,uzrLVj9UTBqdF30aQldGKQ05971664952877,,,202210050449,,,机械手包皮成型模_,LL.02.05189,机械手包皮成型模,,个,1,2022-10-05,2022-10-09,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,机械手包皮成型模_,2022-10-05,2022-10-05 14:54:37,周琳,后勤部,机械手包皮成型模_
419,420,XCXRx0ykTcSuUsqfNLYU1Q05971664952848,,,202210050448,,,F606-货架支架右_,电瓶车-两轮.成品.04357,F606-货架支架右,,个,4000,2022-10-05,2022-10-11,D-连续模出成品,,,D,2022-10-05,,进行中,,,,F606-货架支架右_,2022-10-05,2022-10-05 14:54:08,杨萍,后勤部,F606-货架支架右_
420,421,9i0fLgDHS6Sd3i362LkWhQ05971664952834,,,202210050447,,,小K5踏板前支架成型模_,LL.02.05190,小K5踏板前支架成型模,,个,1,2022-10-05,2022-10-09,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,小K5踏板前支架成型模_,2022-10-05,2022-10-05 14:53:54,周琳,后勤部,小K5踏板前支架成型模_
421,422,ru45LGmARvulFx_WlMKdOQ05971664952791,,,202210050446,,,小K5空开支架成型模_,LL.02.05192,小K5空开支架成型模,,个,1,2022-10-05,2022-10-09,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,小K5空开支架成型模_,2022-10-05,2022-10-05 14:53:11,周琳,后勤部,小K5空开支架成型模_
422,423,E-JTegl0SW2a68Pccop2Cg05971664952781,,,202210050445,,,F606-货架支架左_,电瓶车-两轮.成品.04358,F606-货架支架左,,个,4000,2022-10-05,2022-10-08,D-连续模出成品,,,D,2022-10-05,,进行中,,,,F606-货架支架左_,2022-10-05,2022-10-05 14:53:01,杨萍,后勤部,F606-货架支架左_
423,424,de7LL9YfS_qt1XC0g7vEKw05971664952731,,,202210050444,,,赛沃踏板前连续模_,LL.02.05193,赛沃踏板前连续模,,个,1,2022-10-05,2022-10-20,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,赛沃踏板前连续模_,2022-10-05,2022-10-05 14:52:11,周琳,后勤部,赛沃踏板前连续模_
424,425,1SPDEkp6TZGWYN_90oJg6A05971664952682,,,202210050443,,,赛沃踏板中新_,LL.02.05194,赛沃踏板中新,,个,1,2022-10-05,2022-10-20,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,赛沃踏板中新_,2022-10-05,2022-10-05 14:51:22,周琳,后勤部,赛沃踏板中新_
425,426,b2uN0wP7QZOS6vql7Rr6hw05971664952638,,,202210050442,,,赛沃座桶支架连续模_,LL.02.05195,赛沃座桶支架连续模,,个,1,2022-10-05,2022-10-20,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,赛沃座桶支架连续模_,2022-10-05,2022-10-05 14:50:38,周琳,后勤部,赛沃座桶支架连续模_
426,427,vyqNgPW1QAKoAjqEnprKlw05971664952593,,,202210050441,,,赛沃后泥板连续模_,LL.02.05196,赛沃后泥板连续模,,个,1,2022-10-05,2022-10-20,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,赛沃后泥板连续模_,2022-10-05,2022-10-05 14:49:53,周琳,后勤部,赛沃后泥板连续模_
427,428,jb97cpOGQcqhsp459WBRhA05971664952530,,,202210050440,,,启航门板封口0.7mm成型模_,SL.02.05197,启航门板封口0.7mm成型模,,个,1,2022-10-05,2022-10-06,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,启航门板封口0.7mm成型模_,2022-10-05,2022-10-05 14:48:50,周琳,后勤部,启航门板封口0.7mm成型模_
428,429,mxQLuGqVQFagLVMNW2QAfA05971664952490,,,202210050439,,,启航门板加强筋0.7mm成型模_,SL.02.05198,启航门板加强筋0.7mm成型模,,个,1,2022-10-05,2022-10-06,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,启航门板加强筋0.7mm成型模_,2022-10-05,2022-10-05 14:48:10,周琳,后勤部,启航门板加强筋0.7mm成型模_
429,430,GZ01GzmUSTmjLeWgx5i83g05971664952435,,,202210050438,,,坦克160左/右门板加固筋0.7mm成型模_,SL.02.05199,坦克160左/右门板加固筋0.7mm成型模,,个,1,2022-10-05,2022-10-07,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,坦克160左/右门板加固筋0.7mm成型模_,2022-10-05,2022-10-05 14:47:15,周琳,后勤部,坦克160左/右门板加固筋0.7mm成型模_
430,431,ECgwEg18ReeEShW_afo7aA05971664952344,,,202210050437,,,F108-7232电池压条A成型模_,LL.02.05200,F108-7232电池压条A成型模,,个,1,2022-10-05,2022-10-08,"J-出图,J-设计,J-下料,J-铣床,J-加工中心,J-淬火,J-线切割,J-装配",,,,2022-10-05,,进行中,,,,F108-7232电池压条A成型模_,2022-10-05,2022-10-05 14:45:44,周琳,后勤部,F108-7232电池压条A成型模_
